cell,T,sigma,rep,module,retained
D6_timevarying_r,33,33.8,192,M4_delayed_info,False
D6_timevarying_r,33,33.8,193,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,193,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,193,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,193,M3_AR_residual,False
D6_timevarying_r,33,33.8,193,M4_delayed_info,False
D6_timevarying_r,33,33.8,194,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,194,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,194,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,194,M3_AR_residual,False
D6_timevarying_r,33,33.8,194,M4_delayed_info,False
D6_timevarying_r,33,33.8,195,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,195,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,195,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,195,M3_AR_residual,False
D6_timevarying_r,33,33.8,195,M4_delayed_info,False
D6_timevarying_r,33,33.8,196,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,196,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,196,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,196,M3_AR_residual,False
D6_timevarying_r,33,33.8,196,M4_delayed_info,False
D6_timevarying_r,33,33.8,197,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,197,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,197,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,197,M3_AR_residual,False
D6_timevarying_r,33,33.8,197,M4_delayed_info,False
D6_timevarying_r,33,33.8,198,M1_autonomous_Schaefer,True
D6_timevarying_r,33,33.8,198,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,198,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,198,M3_AR_residual,False
D6_timevarying_r,33,33.8,198,M4_delayed_info,False
D6_timevarying_r,33,33.8,199,M1_autonomous_Schaefer,False
D6_timevarying_r,33,33.8,199,M1b_autonomous_Allee,False
D6_timevarying_r,33,33.8,199,M2_stockflow_regimeC,False
D6_timevarying_r,33,33.8,199,M3_AR_residual,False
D6_timevarying_r,33,33.8,199,M4_delayed_info,False
D7_obs_error,33,11.8,0,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,0,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,0,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,0,M3_AR_residual,False
D7_obs_error,33,11.8,0,M4_delayed_info,False
D7_obs_error,33,11.8,1,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,1,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,1,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,1,M3_AR_residual,False
D7_obs_error,33,11.8,1,M4_delayed_info,False
D7_obs_error,33,11.8,2,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,2,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,2,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,2,M3_AR_residual,False
D7_obs_error,33,11.8,2,M4_delayed_info,False
D7_obs_error,33,11.8,3,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,3,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,3,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,3,M3_AR_residual,False
D7_obs_error,33,11.8,3,M4_delayed_info,False
D7_obs_error,33,11.8,4,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,4,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,4,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,4,M3_AR_residual,False
D7_obs_error,33,11.8,4,M4_delayed_info,False
D7_obs_error,33,11.8,5,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,5,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,5,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,5,M3_AR_residual,False
D7_obs_error,33,11.8,5,M4_delayed_info,False
D7_obs_error,33,11.8,6,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,6,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,6,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,6,M3_AR_residual,False
D7_obs_error,33,11.8,6,M4_delayed_info,False
D7_obs_error,33,11.8,7,M1_autonomous_Schaefer,False
D7_obs_error,33,11.8,7,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,7,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,7,M3_AR_residual,False
D7_obs_error,33,11.8,7,M4_delayed_info,False
D7_obs_error,33,11.8,8,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,8,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,8,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,8,M3_AR_residual,False
D7_obs_error,33,11.8,8,M4_delayed_info,False
D7_obs_error,33,11.8,9,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,9,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,9,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,9,M3_AR_residual,False
D7_obs_error,33,11.8,9,M4_delayed_info,False
D7_obs_error,33,11.8,10,M1_autonomous_Schaefer,False
D7_obs_error,33,11.8,10,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,10,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,10,M3_AR_residual,False
D7_obs_error,33,11.8,10,M4_delayed_info,False
D7_obs_error,33,11.8,11,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,11,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,11,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,11,M3_AR_residual,False
D7_obs_error,33,11.8,11,M4_delayed_info,False
D7_obs_error,33,11.8,12,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,12,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,12,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,12,M3_AR_residual,False
D7_obs_error,33,11.8,12,M4_delayed_info,False
D7_obs_error,33,11.8,13,M1_autonomous_Schaefer,False
D7_obs_error,33,11.8,13,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,13,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,13,M3_AR_residual,False
D7_obs_error,33,11.8,13,M4_delayed_info,False
D7_obs_error,33,11.8,14,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,14,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,14,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,14,M3_AR_residual,False
D7_obs_error,33,11.8,14,M4_delayed_info,False
D7_obs_error,33,11.8,15,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,15,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,15,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,15,M3_AR_residual,False
D7_obs_error,33,11.8,15,M4_delayed_info,False
D7_obs_error,33,11.8,16,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,16,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,16,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,16,M3_AR_residual,False
D7_obs_error,33,11.8,16,M4_delayed_info,False
D7_obs_error,33,11.8,17,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,17,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,17,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,17,M3_AR_residual,False
D7_obs_error,33,11.8,17,M4_delayed_info,False
D7_obs_error,33,11.8,18,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,18,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,18,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,18,M3_AR_residual,False
D7_obs_error,33,11.8,18,M4_delayed_info,False
D7_obs_error,33,11.8,19,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,19,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,19,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,19,M3_AR_residual,False
D7_obs_error,33,11.8,19,M4_delayed_info,False
D7_obs_error,33,11.8,20,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,20,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,20,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,20,M3_AR_residual,False
D7_obs_error,33,11.8,20,M4_delayed_info,False
D7_obs_error,33,11.8,21,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,21,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,21,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,21,M3_AR_residual,False
D7_obs_error,33,11.8,21,M4_delayed_info,False
D7_obs_error,33,11.8,22,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,22,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,22,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,22,M3_AR_residual,False
D7_obs_error,33,11.8,22,M4_delayed_info,False
D7_obs_error,33,11.8,23,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,23,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,23,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,23,M3_AR_residual,False
D7_obs_error,33,11.8,23,M4_delayed_info,False
D7_obs_error,33,11.8,24,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,24,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,24,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,24,M3_AR_residual,False
D7_obs_error,33,11.8,24,M4_delayed_info,False
D7_obs_error,33,11.8,25,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,25,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,25,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,25,M3_AR_residual,False
D7_obs_error,33,11.8,25,M4_delayed_info,False
D7_obs_error,33,11.8,26,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,26,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,26,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,26,M3_AR_residual,False
D7_obs_error,33,11.8,26,M4_delayed_info,False
D7_obs_error,33,11.8,27,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,27,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,27,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,27,M3_AR_residual,False
D7_obs_error,33,11.8,27,M4_delayed_info,False
D7_obs_error,33,11.8,28,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,28,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,28,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,28,M3_AR_residual,False
D7_obs_error,33,11.8,28,M4_delayed_info,False
D7_obs_error,33,11.8,29,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,29,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,29,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,29,M3_AR_residual,False
D7_obs_error,33,11.8,29,M4_delayed_info,False
D7_obs_error,33,11.8,30,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,30,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,30,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,30,M3_AR_residual,False
D7_obs_error,33,11.8,30,M4_delayed_info,False
D7_obs_error,33,11.8,31,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,31,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,31,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,31,M3_AR_residual,False
D7_obs_error,33,11.8,31,M4_delayed_info,False
D7_obs_error,33,11.8,32,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,32,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,32,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,32,M3_AR_residual,False
D7_obs_error,33,11.8,32,M4_delayed_info,False
D7_obs_error,33,11.8,33,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,33,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,33,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,33,M3_AR_residual,False
D7_obs_error,33,11.8,33,M4_delayed_info,False
D7_obs_error,33,11.8,34,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,34,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,34,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,34,M3_AR_residual,False
D7_obs_error,33,11.8,34,M4_delayed_info,False
D7_obs_error,33,11.8,35,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,35,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,35,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,35,M3_AR_residual,False
D7_obs_error,33,11.8,35,M4_delayed_info,False
D7_obs_error,33,11.8,36,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,36,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,36,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,36,M3_AR_residual,False
D7_obs_error,33,11.8,36,M4_delayed_info,False
D7_obs_error,33,11.8,37,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,37,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,37,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,37,M3_AR_residual,False
D7_obs_error,33,11.8,37,M4_delayed_info,False
D7_obs_error,33,11.8,38,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,38,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,38,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,38,M3_AR_residual,False
D7_obs_error,33,11.8,38,M4_delayed_info,False
D7_obs_error,33,11.8,39,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,39,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,39,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,39,M3_AR_residual,False
D7_obs_error,33,11.8,39,M4_delayed_info,False
D7_obs_error,33,11.8,40,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,40,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,40,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,40,M3_AR_residual,False
D7_obs_error,33,11.8,40,M4_delayed_info,False
D7_obs_error,33,11.8,41,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,41,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,41,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,41,M3_AR_residual,False
D7_obs_error,33,11.8,41,M4_delayed_info,False
D7_obs_error,33,11.8,42,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,42,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,42,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,42,M3_AR_residual,False
D7_obs_error,33,11.8,42,M4_delayed_info,False
D7_obs_error,33,11.8,43,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,43,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,43,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,43,M3_AR_residual,False
D7_obs_error,33,11.8,43,M4_delayed_info,False
D7_obs_error,33,11.8,44,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,44,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,44,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,44,M3_AR_residual,False
D7_obs_error,33,11.8,44,M4_delayed_info,False
D7_obs_error,33,11.8,45,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,45,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,45,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,45,M3_AR_residual,False
D7_obs_error,33,11.8,45,M4_delayed_info,False
D7_obs_error,33,11.8,46,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,46,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,46,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,46,M3_AR_residual,False
D7_obs_error,33,11.8,46,M4_delayed_info,False
D7_obs_error,33,11.8,47,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,47,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,47,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,47,M3_AR_residual,False
D7_obs_error,33,11.8,47,M4_delayed_info,False
D7_obs_error,33,11.8,48,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,48,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,48,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,48,M3_AR_residual,False
D7_obs_error,33,11.8,48,M4_delayed_info,False
D7_obs_error,33,11.8,49,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,49,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,49,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,49,M3_AR_residual,False
D7_obs_error,33,11.8,49,M4_delayed_info,False
D7_obs_error,33,11.8,50,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,50,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,50,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,50,M3_AR_residual,False
D7_obs_error,33,11.8,50,M4_delayed_info,False
D7_obs_error,33,11.8,51,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,51,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,51,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,51,M3_AR_residual,False
D7_obs_error,33,11.8,51,M4_delayed_info,False
D7_obs_error,33,11.8,52,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,52,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,52,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,52,M3_AR_residual,False
D7_obs_error,33,11.8,52,M4_delayed_info,False
D7_obs_error,33,11.8,53,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,53,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,53,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,53,M3_AR_residual,False
D7_obs_error,33,11.8,53,M4_delayed_info,False
D7_obs_error,33,11.8,54,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,54,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,54,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,54,M3_AR_residual,False
D7_obs_error,33,11.8,54,M4_delayed_info,False
D7_obs_error,33,11.8,55,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,55,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,55,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,55,M3_AR_residual,False
D7_obs_error,33,11.8,55,M4_delayed_info,False
D7_obs_error,33,11.8,56,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,56,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,56,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,56,M3_AR_residual,False
D7_obs_error,33,11.8,56,M4_delayed_info,False
D7_obs_error,33,11.8,57,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,57,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,57,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,57,M3_AR_residual,False
D7_obs_error,33,11.8,57,M4_delayed_info,False
D7_obs_error,33,11.8,58,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,58,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,58,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,58,M3_AR_residual,False
D7_obs_error,33,11.8,58,M4_delayed_info,False
D7_obs_error,33,11.8,59,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,59,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,59,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,59,M3_AR_residual,False
D7_obs_error,33,11.8,59,M4_delayed_info,False
D7_obs_error,33,11.8,60,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,60,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,60,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,60,M3_AR_residual,False
D7_obs_error,33,11.8,60,M4_delayed_info,False
D7_obs_error,33,11.8,61,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,61,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,61,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,61,M3_AR_residual,False
D7_obs_error,33,11.8,61,M4_delayed_info,False
D7_obs_error,33,11.8,62,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,62,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,62,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,62,M3_AR_residual,False
D7_obs_error,33,11.8,62,M4_delayed_info,False
D7_obs_error,33,11.8,63,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,63,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,63,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,63,M3_AR_residual,False
D7_obs_error,33,11.8,63,M4_delayed_info,False
D7_obs_error,33,11.8,64,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,64,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,64,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,64,M3_AR_residual,False
D7_obs_error,33,11.8,64,M4_delayed_info,False
D7_obs_error,33,11.8,65,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,65,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,65,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,65,M3_AR_residual,False
D7_obs_error,33,11.8,65,M4_delayed_info,False
D7_obs_error,33,11.8,66,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,66,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,66,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,66,M3_AR_residual,False
D7_obs_error,33,11.8,66,M4_delayed_info,False
D7_obs_error,33,11.8,67,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,67,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,67,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,67,M3_AR_residual,False
D7_obs_error,33,11.8,67,M4_delayed_info,False
D7_obs_error,33,11.8,68,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,68,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,68,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,68,M3_AR_residual,False
D7_obs_error,33,11.8,68,M4_delayed_info,False
D7_obs_error,33,11.8,69,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,69,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,69,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,69,M3_AR_residual,False
D7_obs_error,33,11.8,69,M4_delayed_info,False
D7_obs_error,33,11.8,70,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,70,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,70,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,70,M3_AR_residual,False
D7_obs_error,33,11.8,70,M4_delayed_info,False
D7_obs_error,33,11.8,71,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,71,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,71,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,71,M3_AR_residual,False
D7_obs_error,33,11.8,71,M4_delayed_info,False
D7_obs_error,33,11.8,72,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,72,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,72,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,72,M3_AR_residual,False
D7_obs_error,33,11.8,72,M4_delayed_info,False
D7_obs_error,33,11.8,73,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,73,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,73,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,73,M3_AR_residual,False
D7_obs_error,33,11.8,73,M4_delayed_info,False
D7_obs_error,33,11.8,74,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,74,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,74,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,74,M3_AR_residual,False
D7_obs_error,33,11.8,74,M4_delayed_info,False
D7_obs_error,33,11.8,75,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,75,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,75,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,75,M3_AR_residual,False
D7_obs_error,33,11.8,75,M4_delayed_info,False
D7_obs_error,33,11.8,76,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,76,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,76,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,76,M3_AR_residual,False
D7_obs_error,33,11.8,76,M4_delayed_info,False
D7_obs_error,33,11.8,77,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,77,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,77,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,77,M3_AR_residual,False
D7_obs_error,33,11.8,77,M4_delayed_info,False
D7_obs_error,33,11.8,78,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,78,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,78,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,78,M3_AR_residual,False
D7_obs_error,33,11.8,78,M4_delayed_info,False
D7_obs_error,33,11.8,79,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,79,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,79,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,79,M3_AR_residual,False
D7_obs_error,33,11.8,79,M4_delayed_info,False
D7_obs_error,33,11.8,80,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,80,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,80,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,80,M3_AR_residual,False
D7_obs_error,33,11.8,80,M4_delayed_info,False
D7_obs_error,33,11.8,81,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,81,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,81,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,81,M3_AR_residual,False
D7_obs_error,33,11.8,81,M4_delayed_info,False
D7_obs_error,33,11.8,82,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,82,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,82,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,82,M3_AR_residual,False
D7_obs_error,33,11.8,82,M4_delayed_info,False
D7_obs_error,33,11.8,83,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,83,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,83,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,83,M3_AR_residual,False
D7_obs_error,33,11.8,83,M4_delayed_info,False
D7_obs_error,33,11.8,84,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,84,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,84,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,84,M3_AR_residual,False
D7_obs_error,33,11.8,84,M4_delayed_info,False
D7_obs_error,33,11.8,85,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,85,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,85,M2_stockflow_regimeC,False
D7_obs_error,33,11.8,85,M3_AR_residual,False
D7_obs_error,33,11.8,85,M4_delayed_info,False
D7_obs_error,33,11.8,86,M1_autonomous_Schaefer,True
D7_obs_error,33,11.8,86,M1b_autonomous_Allee,False
D7_obs_error,33,11.8,86,M2_stockflow_regimeC,False
